[INFO ] [Thread:main] 2019-07-03 11:01:05,445 core.tests.SupportTest.runOncePerSuite:L50 - Central setup completed.
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,231 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_201)[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,232 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,232 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,232 org.apache.http.impl.conn.Wire.wire:L87 - http-outgoing-0 >> "{"script":"return document.readyState","args":[]}"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,248 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,248 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 << "Content-Length:78[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,248 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,248 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 << "[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,249 org.apache.http.impl.conn.Wire.wire:L87 - http-outgoing-0 << "{"sessionId":"7dd2f2f8a68701df54312423ceb38c6f","status":0,"value":"complete"}"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,249 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onResponseReceived:L122 - http-outgoing-0 << HTTP/1.1 200 OK
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,249 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onResponseReceived:L125 - http-outgoing-0 << Content-Length:78
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,249 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onResponseReceived:L125 - http-outgoing-0 << Content-Type:application/json; charset=utf-8
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,250 org.apache.http.impl.execchain.MainClientExec.execute:L285 - Connection can be kept alive indefinitely
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,250 org.apache.http.impl.conn.PoolingHttpClientConnectionManager.releaseConnection:L320 - Connection [id: 0][route: {}->http://localhost:25591] can be kept alive indefinitely
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,250 org.apache.http.impl.conn.PoolingHttpClientConnectionManager.releaseConnection:L326 - Connection released: [id: 0][route: {}->http://localhost:25591][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,257 org.apache.http.client.protocol.RequestAddCookies.process:L123 - CookieSpec selected: default
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,257 org.apache.http.client.protocol.RequestAuthCache.process:L77 - Auth cache not set in the context
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,258 org.apache.http.impl.conn.PoolingHttpClientConnectionManager.requestConnection:L255 - Connection request: [route: {}->http://localhost:25591][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,258 org.apache.http.impl.conn.PoolingHttpClientConnectionManager.leaseConnection:L288 - Connection leased: [id: 0][route: {}->http://localhost:25591][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,258 org.apache.http.impl.execchain.MainClientExec.execute:L208 - Stale connection check
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,260 org.apache.http.impl.conn.Wire.wire:L87 - http-outgoing-0 << "[read] I/O error: Read timed out"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,260 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.setSocketTimeout:L88 - http-outgoing-0: set socket timeout to 10800000
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,260 org.apache.http.impl.execchain.MainClientExec.execute:L256 - Executing request POST /session/7dd2f2f8a68701df54312423ceb38c6f/execute HTTP/1.1
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,260 org.apache.http.impl.execchain.MainClientExec.execute:L261 - Target auth state: UNCHALLENGED
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,261 org.apache.http.impl.execchain.MainClientExec.execute:L267 - Proxy auth state: UNCHALLENGED
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,261 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L133 - http-outgoing-0 >> POST /session/7dd2f2f8a68701df54312423ceb38c6f/execute HTTP/1.1
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,261 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,261 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Content-Length: 49
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,262 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Host: localhost:25591
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,262 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Connection: Keep-Alive
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,262 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_201)
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,262 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Accept-Encoding: gzip,deflate
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,263 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "POST /session/7dd2f2f8a68701df54312423ceb38c6f/execute HTTP/1.1[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,263 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,263 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Content-Length: 49[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,264 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Host: localhost:25591[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,264 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,264 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_201)[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,264 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,264 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,265 org.apache.http.impl.conn.Wire.wire:L87 - http-outgoing-0 >> "{"script":"return document.readyState","args":[]}"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,269 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,269 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 << "Content-Length:78[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,270 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,270 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 << "[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,270 org.apache.http.impl.conn.Wire.wire:L87 - http-outgoing-0 << "{"sessionId":"7dd2f2f8a68701df54312423ceb38c6f","status":0,"value":"complete"}"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,271 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onResponseReceived:L122 - http-outgoing-0 << HTTP/1.1 200 OK
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,271 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onResponseReceived:L125 - http-outgoing-0 << Content-Length:78
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,271 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onResponseReceived:L125 - http-outgoing-0 << Content-Type:application/json; charset=utf-8
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,272 org.apache.http.impl.execchain.MainClientExec.execute:L285 - Connection can be kept alive indefinitely
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,272 org.apache.http.impl.conn.PoolingHttpClientConnectionManager.releaseConnection:L320 - Connection [id: 0][route: {}->http://localhost:25591] can be kept alive indefinitely
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,272 org.apache.http.impl.conn.PoolingHttpClientConnectionManager.releaseConnection:L326 - Connection released: [id: 0][route: {}->http://localhost:25591][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,275 org.apache.http.client.protocol.RequestAddCookies.process:L123 - CookieSpec selected: default
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,276 org.apache.http.client.protocol.RequestAuthCache.process:L77 - Auth cache not set in the context
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,276 org.apache.http.impl.conn.PoolingHttpClientConnectionManager.requestConnection:L255 - Connection request: [route: {}->http://localhost:25591][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,276 org.apache.http.impl.conn.PoolingHttpClientConnectionManager.leaseConnection:L288 - Connection leased: [id: 0][route: {}->http://localhost:25591][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,276 org.apache.http.impl.execchain.MainClientExec.execute:L208 - Stale connection check
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,277 org.apache.http.impl.conn.Wire.wire:L87 - http-outgoing-0 << "[read] I/O error: Read timed out"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,277 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.setSocketTimeout:L88 - http-outgoing-0: set socket timeout to 10800000
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,277 org.apache.http.impl.execchain.MainClientExec.execute:L256 - Executing request POST /session/7dd2f2f8a68701df54312423ceb38c6f/execute HTTP/1.1
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,277 org.apache.http.impl.execchain.MainClientExec.execute:L261 - Target auth state: UNCHALLENGED
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,277 org.apache.http.impl.execchain.MainClientExec.execute:L267 - Proxy auth state: UNCHALLENGED
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,278 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L133 - http-outgoing-0 >> POST /session/7dd2f2f8a68701df54312423ceb38c6f/execute HTTP/1.1
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,278 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,278 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Content-Length: 49
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,278 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Host: localhost:25591
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,278 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Connection: Keep-Alive
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,278 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_201)
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,279 org.apache.http.impl.conn.LoggingManagedHttpClientConnection.onRequestSubmitted:L136 - http-outgoing-0 >> Accept-Encoding: gzip,deflate
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,279 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "POST /session/7dd2f2f8a68701df54312423ceb38c6f/execute HTTP/1.1[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,279 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,279 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Content-Length: 49[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,279 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Host: localhost:25591[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,280 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,280 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_201)[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,280 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[DEBUG] [Thread:Forwarding executeScript on session 7dd2f2f8a68701df54312423ceb38c6f to remote] 2019-07-03 11:01:20,280 org.apache.http.impl.conn.Wire.wire:L73 - http-outgoing-0 >> "[\r][\n]"
